candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1096,Jordan Patel,data_analyst,BI Analyst,5,Mid,"Atlanta, GA",Requires Sponsorship,Healthcare,A/B testing;Airflow;BigQuery;Dashboarding;Data modeling;Data visualization;Jupyter;PostgreSQL;Power BI;SQL;Snowflake;Statistics,Bootcamp,Statistics,2025-09-03,"Jordan Patel — Data Analyst
    Location: Atlanta, GA
    Summary: Data Analyst with 5 years of experience in Healthcare. Strong in A/B testing, Airflow, BigQuery, Dashboarding.

    Experience:
    Acme Corp (Healthcare) — Data Analyst
    - Deployed fraud detection models for Insurance clients, improving key metrics by 25%.
- Automated experiment frameworks for Insurance clients, improving key metrics by 50%.
- Deployed forecasting pipelines for Healthcare clients, improving key metrics by 2x.
- Implemented recommendation models for Retail clients, improving key metrics by 35%.
- Built LLM-powered assistants for Media clients, improving key metrics by 10%.
- Tech: Data visualization, Power BI, Looker, Airflow, SQL.

    Skills: A/B testing, Airflow, BigQuery, Dashboarding, Data modeling, Data visualization, Jupyter, PostgreSQL, Power BI, SQL, Snowflake, Statistics
    Education: Bootcamp in Statistics"
CAND-1097,Mia Patel,backend,Software Engineer,2,Junior,"New York, NY",No Sponsorship Needed,FinTech,AWS;CI/CD;Django;Docker;FastAPI;Flask;Java;Kubernetes;Microservices;Node.js;PostgreSQL;Redis;Spring;Terraform,MS,Statistics,2025-05-12,"Mia Patel — Software Engineer
    Location: New York, NY
    Summary: Software Engineer with 2 years of experience in FinTech. Strong in AWS, CI/CD, Django, Docker.

    Experience:
    Globex (FinTech) — Software Engineer
    - Optimized fraud detection models for EdTech clients, improving key metrics by 3x.
- Automated API services for Media clients, improving key metrics by 50%.
- Improved customer segmentation for Healthcare clients, improving key metrics by 20%.
- Automated forecasting pipelines for Insurance clients, improving key metrics by 50%.
- Tech: Java, Kafka, Kubernetes, FastAPI, Spring.

    Skills: AWS, CI/CD, Django, Docker, FastAPI, Flask, Java, Kubernetes, Microservices, Node.js, PostgreSQL, Redis, Spring, Terraform
    Education: MS in Statistics"
CAND-1098,Lucas Patel,backend,Software Engineer,8,Senior,"New York, NY",Requires Sponsorship,Media,CI/CD;Django;FastAPI;Flask;GCP;Java;Kafka;Microservices;Node.js;PostgreSQL;Redis;Spring;Terraform;gRPC,Associate,Computer Science,2026-01-08,"Lucas Patel — Backend Engineer
    Location: New York, NY
    Summary: Backend Engineer with 8 years of experience in Media. Strong in CI/CD, Django, FastAPI, Flask.

    Experience:
    Umbrella Health (Media) — Backend Engineer
    - Migrated ETL pipelines for Media clients, improving key metrics by 50%.
- Migrated vector indexes for E-commerce clients, improving key metrics by 35%.
- Built forecasting pipelines for FinTech clients, improving key metrics by 3x.
- Designed ETL pipelines for E-commerce clients, improving key metrics by 20%.
- Deployed customer segmentation for Insurance clients, improving key metrics by 35%.
- Tech: PostgreSQL, AWS, Kubernetes, GCP, Kafka.

    Skills: CI/CD, Django, FastAPI, Flask, GCP, Java, Kafka, Microservices, Node.js, PostgreSQL, Redis, Spring, Terraform, gRPC
    Education: Associate in Computer Science"
CAND-1099,Ava Davis,ml_engineer,MLOps Engineer,10,Senior,"Austin, TX",H1B,Media,Chroma;FAISS;Model deployment;Pinecone;PyTorch;SageMaker;TensorFlow;scikit-learn,PhD,Mathematics,2025-04-06,"Ava Davis — ML Engineer
    Location: Austin, TX
    Summary: ML Engineer with 10 years of experience in Media. Strong in Chroma, FAISS, Model deployment, Pinecone.

    Experience:
    Wayne Tech (Media) — ML Engineer
    - Migrated LLM-powered assistants for Cybersecurity clients, improving key metrics by 20%.
- Implemented customer segmentation for E-commerce clients, improving key metrics by 50%.
- Migrated experiment frameworks for E-commerce clients, improving key metrics by 10%.
- Deployed vector indexes for FinTech clients, improving key metrics by 3x.
- Tech: Vector databases, MLflow, scikit-learn, TensorFlow, Python.

    Skills: Chroma, FAISS, Model deployment, Pinecone, PyTorch, SageMaker, TensorFlow, scikit-learn
    Education: PhD in Mathematics"
CAND-1100,Noah Garcia,backend,Backend Engineer,3,Mid,"New York, NY",Requires Sponsorship,Insurance,CI/CD;Django;FastAPI;Flask;GCP;Java;Microservices;Node.js;Python;Redis;gRPC,Associate,Statistics,2025-05-05,"Noah Garcia — Backend Engineer
    Location: New York, NY
    Summary: Backend Engineer with 3 years of experience in Insurance. Strong in CI/CD, Django, FastAPI, Flask.

    Experience:
    Wayne Tech (Insurance) — Backend Engineer
    - Designed API services for Insurance clients, improving key metrics by 35%.
- Delivered forecasting pipelines for EdTech clients, improving key metrics by 3x.
- Implemented vector indexes for Healthcare clients, improving key metrics by 50%.
- Deployed retrieval pipelines for Insurance clients, improving key metrics by 35%.
- Automated forecasting pipelines for EdTech clients, improving key metrics by 25%.
- Tech: Redis, Django, Docker, Kafka, Spring.

    Skills: CI/CD, Django, FastAPI, Flask, GCP, Java, Microservices, Node.js, Python, Redis, gRPC
    Education: Associate in Statistics"
CAND-1101,Sophia Jackson,data_analyst,Analytics Engineer,3,Mid,"Seattle, WA",H1B,Logistics,A/B testing;BigQuery;Data modeling;Data visualization;Excel;Jupyter;Looker;NumPy;Pandas;PostgreSQL;Power BI;Python;Snowflake;dbt,Associate,Computer Science,2025-12-01,"Sophia Jackson — Senior Data Analyst
    Location: Seattle, WA
    Summary: Senior Data Analyst with 3 years of experience in Logistics. Strong in A/B testing, BigQuery, Data modeling, Data visualization.

    Experience:
    Wayne Tech (Logistics) — Senior Data Analyst
    - Designed monitoring alerts for FinTech clients, improving key metrics by 35%.
- Analyzed vector indexes for Retail clients, improving key metrics by 20%.
- Delivered fraud detection models for Media clients, improving key metrics by 20%.
- Deployed customer segmentation for E-commerce clients, improving key metrics by 25%.
- Automated LLM-powered assistants for Logistics clients, improving key metrics by 50%.
- Tech: Power BI, Pandas, Jupyter, Dashboarding, Excel.

    Skills: A/B testing, BigQuery, Data modeling, Data visualization, Excel, Jupyter, Looker, NumPy, Pandas, PostgreSQL, Power BI, Python, Snowflake, dbt
    Education: Associate in Computer Science"
CAND-1102,Ava Thomas,ml_engineer,Senior ML Engineer,3,Mid,"Dallas, TX",Green Card,Media,Docker;FAISS;LangChain;MLflow;Model deployment;Monitoring;Pinecone;Python;Vertex AI,MS,Statistics,2026-01-09,"Ava Thomas — Applied Scientist
    Location: Dallas, TX
    Summary: Applied Scientist with 3 years of experience in Media. Strong in Docker, FAISS, LangChain, MLflow.

    Experience:
    Stark Systems (Media) — Applied Scientist
    - Built vector indexes for Media clients, improving key metrics by 50%.
- Automated LLM-powered assistants for Cybersecurity clients, improving key metrics by 25%.
- Built dashboards for Healthcare clients, improving key metrics by 3x.
- Tech: SageMaker, RAG, Chroma, GCP, Pinecone.

    Skills: Docker, FAISS, LangChain, MLflow, Model deployment, Monitoring, Pinecone, Python, Vertex AI
    Education: MS in Statistics"
CAND-1103,Sam Brown,ml_engineer,MLOps Engineer,9,Senior,"Austin, TX",Green Card,Media,AWS;Azure;Chroma;FastAPI;LangChain;Model deployment;Monitoring;Pinecone;RAG;SageMaker,BS,Electrical Engineering,2025-06-30,"Sam Brown — Senior ML Engineer
    Location: Austin, TX
    Summary: Senior ML Engineer with 9 years of experience in Media. Strong in AWS, Azure, Chroma, FastAPI.

    Experience:
    Umbrella Health (Media) — Senior ML Engineer
    - Analyzed vector indexes for Insurance clients, improving key metrics by 10%.
- Implemented recommendation models for EdTech clients, improving key metrics by 2x.
- Delivered monitoring alerts for Insurance clients, improving key metrics by 35%.
- Tech: CI/CD, Feature engineering, scikit-learn, LangChain, Vertex AI.

    Skills: AWS, Azure, Chroma, FastAPI, LangChain, Model deployment, Monitoring, Pinecone, RAG, SageMaker
    Education: BS in Electrical Engineering"
CAND-1104,Taylor Johnson,backend,Backend Engineer,10,Senior,"Seattle, WA",H1B,FinTech,Django;Flask;Java;Kafka;Microservices;Node.js;PostgreSQL;Python;Redis,BS,Information Systems,2025-11-10,"Taylor Johnson — Senior Software Engineer
    Location: Seattle, WA
    Summary: Senior Software Engineer with 10 years of experience in FinTech. Strong in Django, Flask, Java, Kafka.

    Experience:
    Hooli (FinTech) — Senior Software Engineer
    - Delivered vector indexes for Logistics clients, improving key metrics by 20%.
- Designed fraud detection models for Cybersecurity clients, improving key metrics by 25%.
- Improved recommendation models for Retail clients, improving key metrics by 50%.
- Delivered recommendation models for Media clients, improving key metrics by 2x.
- Deployed recommendation models for Cybersecurity clients, improving key metrics by 3x.
- Tech: gRPC, Node.js, REST APIs, Kubernetes, Spring.

    Skills: Django, Flask, Java, Kafka, Microservices, Node.js, PostgreSQL, Python, Redis
    Education: BS in Information Systems"
CAND-1105,Ethan Martinez,data_analyst,Data Analyst,8,Senior,"Seattle, WA",F1 OPT,E-commerce,A/B testing;Airflow;Data visualization;ETL;Excel;Jupyter;Looker;NumPy;Python;SQL;Tableau;dbt,Bootcamp,Electrical Engineering,2025-08-05,"Ethan Martinez — Data Analyst
    Location: Seattle, WA
    Summary: Data Analyst with 8 years of experience in E-commerce. Strong in A/B testing, Airflow, Data visualization, ETL.

    Experience:
    Soylent Analytics (E-commerce) — Data Analyst
    - Optimized experiment frameworks for Retail clients, improving key metrics by 25%.
- Automated retrieval pipelines for Retail clients, improving key metrics by 35%.
- Implemented API services for Insurance clients, improving key metrics by 25%.
- Designed API services for Logistics clients, improving key metrics by 15%.
- Tech: Statistics, SQL, Data modeling, Jupyter, Tableau.

    Skills: A/B testing, Airflow, Data visualization, ETL, Excel, Jupyter, Looker, NumPy, Python, SQL, Tableau, dbt
    Education: Bootcamp in Electrical Engineering"
CAND-1106,Ethan Moore,ml_engineer,ML Engineer,12,Senior,"New York, NY",F1 OPT,Retail,Azure;CI/CD;Chroma;FAISS;GCP;MLflow;Model deployment;Pinecone;Vertex AI;scikit-learn,Bootcamp,Information Systems,2025-05-04,"Ethan Moore — MLOps Engineer
    Location: New York, NY
    Summary: MLOps Engineer with 12 years of experience in Retail. Strong in Azure, CI/CD, Chroma, FAISS.

    Experience:
    Initech (Retail) — MLOps Engineer
    - Analyzed customer segmentation for Logistics clients, improving key metrics by 25%.
- Deployed retrieval pipelines for Retail clients, improving key metrics by 3x.
- Implemented vector indexes for Insurance clients, improving key metrics by 35%.
- Improved experiment frameworks for Healthcare clients, improving key metrics by 2x.
- Tech: Kubernetes, RAG, FastAPI, Feature engineering, Vector databases.

    Skills: Azure, CI/CD, Chroma, FAISS, GCP, MLflow, Model deployment, Pinecone, Vertex AI, scikit-learn
    Education: Bootcamp in Information Systems"
CAND-1107,Morgan Patel,data_analyst,Data Analyst,12,Senior,"Austin, TX",Requires Sponsorship,E-commerce,Airflow;Dashboarding;Data visualization;ETL;Excel;Looker;PostgreSQL;Python;SQL;Statistics;Tableau,Bootcamp,Electrical Engineering,2025-05-20,"Morgan Patel — BI Analyst
    Location: Austin, TX
    Summary: BI Analyst with 12 years of experience in E-commerce. Strong in Airflow, Dashboarding, Data visualization, ETL.

    Experience:
    Acme Corp (E-commerce) — BI Analyst
    - Improved forecasting pipelines for Insurance clients, improving key metrics by 20%.
- Analyzed API services for FinTech clients, improving key metrics by 50%.
- Delivered customer segmentation for E-commerce clients, improving key metrics by 50%.
- Tech: Python, Snowflake, A/B testing, SQL, Looker.

    Skills: Airflow, Dashboarding, Data visualization, ETL, Excel, Looker, PostgreSQL, Python, SQL, Statistics, Tableau
    Education: Bootcamp in Electrical Engineering"
CAND-1108,Sam Brown,genai,AI Engineer,10,Senior,"Seattle, WA",No Sponsorship Needed,Retail,Azure OpenAI;Chroma;Docker;FAISS;Guardrails;LLMs;LangChain;OpenAI API;Prompt engineering;Python;Vector databases;Vertex AI,PhD,Information Systems,2025-11-03,"Sam Brown — Senior AI Engineer
    Location: Seattle, WA
    Summary: Senior AI Engineer with 10 years of experience in Retail. Strong in Azure OpenAI, Chroma, Docker, FAISS.

    Experience:
    Hooli (Retail) — Senior AI Engineer
    - Built API services for Retail clients, improving key metrics by 2x.
- Analyzed ETL pipelines for Media clients, improving key metrics by 35%.
- Deployed data quality checks for Media clients, improving key metrics by 35%.
- Deployed customer segmentation for Cybersecurity clients, improving key metrics by 10%.
- Migrated retrieval pipelines for Insurance clients, improving key metrics by 25%.
- Tech: Vertex AI, Guardrails, Docker, FastAPI, LangGraph.

    Skills: Azure OpenAI, Chroma, Docker, FAISS, Guardrails, LLMs, LangChain, OpenAI API, Prompt engineering, Python, Vector databases, Vertex AI
    Education: PhD in Information Systems"
CAND-1109,Aria Smith,backend,Backend Engineer,6,Senior,"Chicago, IL",H1B,Insurance,AWS;CI/CD;Django;Docker;FastAPI;Flask;Java;Kafka;Kubernetes;Microservices;Python;Spring;Terraform;gRPC,MS,Statistics,2025-08-13,"Aria Smith — Backend Engineer
    Location: Chicago, IL
    Summary: Backend Engineer with 6 years of experience in Insurance. Strong in AWS, CI/CD, Django, Docker.

    Experience:
    Wayne Tech (Insurance) — Backend Engineer
    - Optimized forecasting pipelines for Insurance clients, improving key metrics by 50%.
- Optimized API services for Insurance clients, improving key metrics by 50%.
- Optimized fraud detection models for E-commerce clients, improving key metrics by 3x.
- Tech: FastAPI, gRPC, Node.js, Terraform, Redis.

    Skills: AWS, CI/CD, Django, Docker, FastAPI, Flask, Java, Kafka, Kubernetes, Microservices, Python, Spring, Terraform, gRPC
    Education: MS in Statistics"
CAND-1110,Jordan Patel,genai,Senior AI Engineer,7,Senior,"New York, NY",F1 OPT,EdTech,Chroma;FAISS;FastAPI;Kubernetes;LangChain;LangGraph;OpenAI API;Prompt engineering;Python;RAG;Vector databases,Associate,Statistics,2025-05-10,"Jordan Patel — AI Engineer
    Location: New York, NY
    Summary: AI Engineer with 7 years of experience in EdTech. Strong in Chroma, FAISS, FastAPI, Kubernetes.

    Experience:
    Soylent Analytics (EdTech) — AI Engineer
    - Migrated vector indexes for Cybersecurity clients, improving key metrics by 2x.
- Designed monitoring alerts for EdTech clients, improving key metrics by 25%.
- Built dashboards for Retail clients, improving key metrics by 50%.
- Delivered ETL pipelines for EdTech clients, improving key metrics by 3x.
- Tech: LangChain, Chroma, Kubernetes, RAG, Vector databases.

    Skills: Chroma, FAISS, FastAPI, Kubernetes, LangChain, LangGraph, OpenAI API, Prompt engineering, Python, RAG, Vector databases
    Education: Associate in Statistics"
